EAR,Label
0.2102283215458507,0
0.26975660712866023,0
0.2644202815993256,0
0.2424510273880372,0
0.27241495578771435,0
0.27635132861596967,0
0.33838133460169695,0
0.3185722742591408,0
0.3364820081302259,0
0.250607454018664,0
0.28172516457991215,0
0.3004933613070706,0
0.32872298535810984,0
0.3179223366080569,0
0.31581591917321716,0
0.16459404839463565,0
0.3177014937470382,0
0.3230609575217741,0
0.3009933511683224,0
0.30343862871078037,0
0.3162021650974584,0
0.2722975456909742,0
0.36393056385836675,0
0.3648831254044948,0
0.313335563466451,0
0.2691762118960872,0
0.29910069399790595,0
0.3096924436258264,0
0.2881475064076392,0
0.28297562019543854,0
0.1426964033938959,0
0.2508898389320444,0
0.19063342436203057,0
0.26917055657765077,0
0.32357181965225246,0
0.33157193053808787,0
0.3290851659510613,0
0.3057612186656794,0
0.31890919005228024,0
0.31644059583493833,0
0.31869596391359745,0
0.304557448683226,0
0.2847670376717444,0
0.281357798342062,0
0.2960436554561031,0
0.27300455941461754,0
0.21855007580525798,0
0.26208068673919804,0
0.27187311643717843,0
0.28700205634299397,0
0.2566351544499881,0
0.25016220136197365,0
0.27283377169733813,0
0.2794009825377992,0
0.2837565726021767,0
0.28339928729578584,0
0.27300470104065466,0
0.2852547355517408,0
0.29682847768731363,0
0.290529613326623,0
0.3084998386890859,0
0.29361010975735174,0
0.2616862671200595,0
0.30343811004871224,0
0.2896039243730608,0
0.30288486825366256,0
0.2431066807397372,0
0.279101380038956,0
0.25283653174182685,0
0.24997515903789772,0
0.26454178078584367,0
0.242728719102423,0
0.272090393930873,0
0.2430032740410909,0
0.21084604661270845,0
0.22651482003920648,0
0.2754491141727683,0
0.312352183797284,0
0.2897941275038486,0
0.3031065928644522,0
0.29479082767718334,0
0.3378410758334851,0
0.3262622468631239,0
0.2870478207519741,0
0.2428400410216051,0
0.2957994119934992,0
0.28423215415423503,0
0.3063263994934513,0
0.2944510482984465,0
0.26139216418656264,0
0.32554189284517465,0
0.2848074094945032,0
0.25330341900454406,0
0.2685172125057067,0
0.2869412891757437,0
0.2910481800529895,0
0.2312356016014805,0
0.28051219809546213,0
0.32625188182643566,0
0.31920577585906884,0
0.31363435120287764,0
0.3054404743368425,0
0.27398254518927956,0
0.3083025091868351,0
0.320885858300206,0
0.31168029718511464,0
0.29642849679636607,0
0.28452133265120416,0
0.32711583207389416,0
0.1797059427754472,0
0.27399867091838953,0
0.284026334328712,0
0.29883511481789277,0
0.3204657321060681,0
0.3169408967709457,0
0.31241318882248514,0
0.29082705896521244,0
0.30843755557440744,0
0.32535329644429845,0
0.34962053071146226,0
0.2941445601744882,0
0.29586453350643555,0
0.3391771451655664,0
0.2638917710040885,0
0.3338446016114656,0
0.3141724076355136,0
0.23413852574821536,0
0.2187838124129553,0
0.23660736979450475,0
0.2633924149340871,0
0.2973606313398255,0
0.2563979137417141,0
0.2916603609683691,0
0.30117646397383,0
0.31733811860145356,0
0.29257995276505677,0
0.31151840337690523,0
0.3321720533233292,0
0.2247912839390206,0
0.21041385394883588,0
0.29088314611371635,0
0.27921781097691545,0
0.2735754775557596,0
0.22351775306991725,0
0.2869932424846775,0
0.23809367345132054,0
0.19198418183332644,0
0.21556665099505715,0
0.23508822012845962,0
0.26432260160872423,0
0.2566823292003084,0
0.2752877036621544,0
0.2864200126602181,0
0.32982562823567185,0
0.3140822027949339,0
0.2920238989243653,0
0.2945080320269791,0
0.3042087676915869,0
0.307192026103425,0
0.2988162950927368,0
0.2875462063742463,0
0.28649569828475757,0
0.23012148963993168,0
0.26817011803268975,0
0.24551573694109594,0
0.2658114512878701,0
0.271769771627251,0
0.22338751508995802,0
0.266499274445901,0
0.2666984308980115,0
0.26515960878141215,0
0.2000198912823144,0
0.22319148149680249,0
0.19650418108122408,0
0.2594608126929316,0
0.2852217232266929,0
0.2192846549697548,0
0.25255805621921595,0
0.23551250600891935,0
0.26286024865237334,0
0.2664319478711292,0
0.22909270706430795,0
0.272368681219193,0
0.2636966604088261,0
0.29345397732236744,0
0.28887751127761396,0
0.29960837758876424,0
0.2708312689871232,0
0.24289770902397673,0
0.2597991117987596,0
0.2355461348451825,0
0.22410601691622864,0
0.25969517371949513,0
0.2604870091424939,0
0.2285722477771598,0
0.270483627176535,0
0.3055631878846301,0
0.25990524386509384,0
0.25258042707603984,0
0.2497583938575312,0
0.2864477291772516,0
0.2726558055201742,0
0.19701458680065143,0
0.32583844971431275,0
0.2726274080382274,0
0.2723020678753772,0
0.32226173086784415,0
0.3354580135937215,0
0.3092741462080842,0
0.275915518155166,0
0.28858319450030545,0
0.2288417869961466,0
0.27714945081902354,0
0.27111611641737743,0
0.2414113455434831,0
0.26805534443716345,0
0.2502332517068347,0
0.2242241106043406,0
0.2280144808000153,0
0.23422572035577757,0
0.25008936522095637,0
0.23184456023428784,0
0.27127223837686054,0
0.2244579527883931,0
0.28672853348742355,0
0.27927720657842126,0
0.22986999187289375,0
0.2858971912159174,0
0.28387426189122056,0
0.27167731550382085,0
0.2834435127697226,0
0.2658221595010146,0
0.23272074072457133,0
0.26432817130431385,0
0.27367441427320793,0
0.22651912585237136,0
0.24604927919121203,0
0.23348251115517177,0
0.2711104798974382,0
0.26839143679677735,0
0.2868665786809055,0
0.275055492042545,0
0.28449148799590485,0
0.26595147209145265,0
0.2586567373796229,0
0.2810076623632504,0
0.27648713431111577,0
0.2793319008531329,0
0.2565300771077726,0
0.26559359045369046,0
0.3078808881497346,0
0.2748852678857819,0
0.2989292076743288,0
0.3045692791181662,0
0.26891977053825367,0
0.24863042891983939,0
0.2729547666784736,0
0.26246056838658754,0
0.21144673786215917,0
0.2902706939827471,0
0.28741765313075085,0
0.24973726471343208,0
0.2427739079842939,0
0.25602765479237866,0
0.2753345564401347,0
0.19905069735826933,0
0.20581684072292405,0
0.2718054785891544,0
0.27916333673291,0
0.2629329054564529,0
0.29905426760323317,0
0.28579903151325126,0
0.27265428590223506,0
0.32070052676741334,0
0.24038981202458792,0
0.29154924401136884,0
0.30341985075727124,0
0.28967819839389486,0
0.2662514984625173,0
0.2621782057290705,0
0.2815740977588731,0
0.3208234146022575,0
0.27857254776238843,0
0.2709211884968159,0
0.24598189154114294,0
0.27714874525141664,0
0.30216162909875727,0
0.23139892358234093,0
0.2236248776039729,0
0.2081727937540191,0
0.25723176671414755,0
0.27195931712181665,0
0.30343278637128435,0
0.2632671070544499,0
0.28460702104521374,0
0.3233718777192113,0
0.28764046905144836,0
0.22843476641679789,0
0.30812948124157,0
0.29402155246810807,0
0.29686354704861617,0
0.29588970748589044,0
0.3093884391464474,0
0.29522236118384493,0
0.260172218246598,0
0.277324266559283,0
0.2799066725113969,0
0.3176246805033779,0
0.31200929840083924,0
0.3364623313529872,0
0.30708336583486234,0
0.3360250107982867,0
0.2634798876257262,0
0.25525254914974094,0
0.26045097021508107,0
0.27011592803943835,0
0.2915712277023881,0
0.26607923919635434,0
0.27402197420358954,0
0.2777083272444483,0
0.3176636148699307,0
0.26331590355103773,0
0.2727723544483456,0
0.3046222488066511,0
0.2603997059920756,0
0.2914917121014199,0
0.29799943032613696,0
0.3109869634911224,0
0.2933896701165033,0
0.2629573518565599,0
0.2929072050351529,0
0.235208350273428,0
0.29327135225618955,0
0.336082861943962,0
0.26673753380496423,0
0.2163184714488981,0
0.2817767514696891,0
0.22014946213541436,0
0.23194268840204718,0
0.2632014673992278,0
0.2540731093722084,0
0.22557407286358483,0
0.25769970660353697,0
0.3037620492769985,0
0.2688775301875935,0
0.26705298581851145,0
0.2826992249402194,0
0.22474188673814588,0
0.2426130195085013,0
0.2788985568985787,0
0.24666067312706408,0
0.21465470899482997,0
0.27958697953320233,0
0.30433689960082433,0
0.31469738500275024,0
0.31847478486043007,0
0.29414909724246235,0
0.30251985587110547,0
0.29266286149048826,0
0.3203171967593963,0
0.3172814391292904,0
0.30323889681580707,0
0.25923920277873097,0
0.29352786135368225,0
0.2630453258151222,0
0.33390630866187454,0
0.36228680648128375,0
0.3281853586235734,0
0.3510889951000303,0
0.34104204047417025,0
0.3776518932723082,0
0.30942149702658905,0
0.3526481322483236,0
0.33434254959225684,0
0.3049533206124349,0
0.299417514220452,0
0.3080514319186256,0
0.31717204549922806,0
0.2688856429903477,0
0.23606509185817853,0
0.18607872678440207,0
0.24240111016726712,0
0.28311852092556566,0
0.2799966389581467,0
0.2996265337437081,0
0.26064353193575474,0
0.26521549918404824,0
0.33095238095238094,0
0.34118187484010265,0
0.31212956186219737,0
0.3414358154695798,0
0.3561324857487394,0
0.29932874049856073,0
0.31326582753638654,0
0.3160248927578584,0
0.3074608669031028,0
0.30579938757362346,0
0.31659019652423026,0
0.28814482959780724,0
0.2579547929046354,0
0.26934214137263823,0
0.27891275539863825,0
0.2652480261471455,0
0.3280561999156085,0
0.32139246638379393,0
0.33595873197124104,0
0.34295786063906597,0
0.34087881656371455,0
0.3284691366718807,0
0.3204336283406062,0
0.34045178014012534,0
0.32554189284517465,0
0.32251856920226485,0
0.3413583889652796,0
0.3072144062418702,0
0.34556633849615304,0
0.25104877469193865,0
0.28792614512068426,0
0.318961378840277,0
0.33862803834852817,0
0.32484621735904406,0
0.3207475685353486,0
0.30499724661815963,0
0.3104649263723776,0
0.2738503806063083,0
0.3419737127988993,0
0.2942168290249123,0
0.32809049572573123,0
0.3186284175094006,0
0.3237330536670874,0
0.31155756614654323,0
0.3406800238970707,0
0.33750621271429704,0
0.3309478358196753,0
0.3332523397030286,0
0.35509629231678214,0
0.3136429811254228,0
0.3124333218966876,0
0.3162663979634426,0
0.2737949270161626,0
0.31629893939224873,0
0.19589025069665647,0
0.30138765191021766,0
0.3183979765788803,0
0.3075103798718479,0
0.2991077860160567,0
0.3113223383599165,0
0.30906495836825654,0
0.26791387343822015,0
0.31209215455513584,0
0.28400342528832057,0
0.2918614285993796,0
0.2773663968392656,0
0.2771330910362817,0
0.277127197464517,0
0.2902638570445173,0
0.2978422877308955,0
0.26679435502411253,0
0.2712209456481517,0
0.2855000161386215,0
0.2782097771691715,0
0.2841014674485388,0
0.2967720345080095,0
0.2840955962584807,0
0.2885777874925542,0
0.3380049807749834,0
0.32150160574307185,0
0.27249701057220366,0
0.29009879986503734,0
0.3139017034392816,0
0.3383923422294688,0
0.3227753859982464,0
0.27275072770296277,0
0.2561027669736632,0
0.23775229636942713,0
0.26984810979350804,0
0.2344380537846281,0
0.2959847600552371,0
0.23856220099143255,0
0.25008936522095637,0
0.19870271887987406,0
0.30363480549791266,0
0.2903325211257285,0
0.28974730142806954,0
0.26580323536997286,0
0.2987045709933499,0
0.28720284140516805,0
0.282468417793285,0
0.2703968310351783,0
0.2843900390351609,0
0.27260582074335216,0
0.3056529052754693,0
0.30746436282462275,0
0.24070689252982957,0
0.3052803953411397,0
0.2812182797578828,0
0.3059429068250894,0
0.2683573404905675,0
0.24375632000720693,0
0.2760908533158978,0
0.3164152638494412,0
0.19791298861554335,0
0.29278514720586574,0
0.26407491068047184,0
0.28563450419885894,0
0.26611923026678636,0
0.2784586499703151,0
0.26545556667459513,0
0.23578190365776416,0
0.23378869357727194,0
0.24939281287365575,0
0.29476074644140327,0
0.29133680359813974,0
0.3143939972228522,0
0.23654855923310164,0
0.2696536539451304,0
0.25914853203359944,0
0.24976040782680664,0
0.2089184560318657,0
0.24946333660264836,0
0.2433580191184998,0
0.2730787298071085,0
0.2864840041177084,0
0.2876973537097212,0
0.320338196506619,0
0.21127054115888205,0
0.2717830981573309,0
0.28053583712508556,0
0.2138189533501568,0
0.25945558300221794,0
0.260538594177475,0
0.26598290263253144,0
0.25286619603225136,0
0.28660360361262366,0
0.28954804958925207,0
0.18733038510292954,0
0.27745517230537253,0
0.28993183296802527,0
0.294160525665229,0
0.27959648896225964,0
0.29803315881652137,0
0.2794099626406429,0
0.2590614678284114,0
0.24554948549988212,0
0.2738656594882449,0
0.28345196433227765,0
0.23826691048927665,0
0.23594537964613926,0
0.2361381748474521,0
0.25436260499917596,0
0.2959561637370385,0
0.27560575420177624,0
0.21010899992919113,0
0.26347810014274975,0
0.2521509551891251,0
0.29244250722229065,0
0.27563560206490334,0
0.3182050011179923,0
0.28898162161997576,0
0.24549058096796805,0
0.23878024710502369,0
0.28987287689280555,0
0.2972507168370513,0
0.2704096378650952,0
0.2926130117704462,0
0.3547374944258396,0
0.3015117072542109,0
0.28104148453708266,0
0.3124403040086221,0
0.25384719280327156,0
0.2585372393380894,0
0.23958120651308293,0
0.2360686691020195,0
0.24241839880532448,0
0.21376304274149815,0
0.26754491566726973,0
0.30873834652406634,0
0.3191434353102415,0
0.30449068630782894,0
0.2997318881557831,0
0.31986246353196157,0
0.2849773778649173,0
0.26056442728182305,0
0.27665252541753516,0
0.3035698681822215,0
0.23624596739919082,0
0.18824621965936422,0
0.17878632046011167,0
0.2733978440770095,0
0.30903585427256086,0
0.2687165775401069,0
0.2739070648970026,0
0.269523422400727,0
